name,speciality,average_score,hospital_name,city,state
"Dr. Eileen Venable, MD",Psychiatry,5,Tallahassee Memorial Behavioral Health Center,Tallahassee,FL
"Dr. Peter Debelius-Enmark, MD",Psychiatry,4,Tallahassee Memorial Behavioral Health Center,Tallahassee,FL
"Dr. Roger Nellans, MD",Urology,4,Kingman Reg Med Ctr,Kingman,AZ
"Dr. Augustine Lau, MD",Hematology,5,Yuma Regional Cancer Center,Yuma,AZ
"Dr. Patricia Garver, MD",Internal Medicine,5,UNIVERSITY OF ALABAMA HOSPITAL,Birmingham,AL
"Dr. Massoud Leesar, MD",Internal Medicine,5,THE KIRKLIN CLINIC CARDIOLOGY CLINIC,Birmingham,AL
"Dr. James Davis, MD",Internal Medicine,5,UNIVERSITY OF ALABAMA HOSPITAL,Birmingham,AL
"Dr. Ricardo La Hoz, MD",Infectious Disease Medicine,0,UNIVERSITY OF ALABAMA HOSPITAL,Birmingham,AL
"Dr. Saika Somjee, MD",Pediatric Hematology & Oncology,4,Sunset Community Health Center,Somerton,AZ
"Dr. Linda Evans, MD",Child & Adolescent Psychiatry,0,W Hospital,Fort Gordon,GA
"Dr. Max Michael III, MD",Internal Medicine,5,Jefferson Clinic,Birmingham,AL
"Dr. Rick Player, MD",Internal Medicine,5,Jefferson Clinic,Birmingham,AL
"Dr. Wellington Loh Jr, MD",Pediatrics,0,Kaiser Permanente San Marcos Outpatient Medical Center,San Marcos,CA
"Dr. Jane Mobley, MD",Internal Medicine,5,Jefferson Clinic,Birmingham,AL
"Dr. Gavin Roach, MD",Pediatric Hematology & Oncology,0,UCLA Medical Center,Los Angeles,CA
"Dr. Tracy McFall, MD",Physical Medicine & Rehabilitation,0,Ralph H Jhnsn VA Med Ctr,Charleston,SC
"Dr. Karl Northwall, MD",Psychiatry,5,Catawba Hospital,Catawba,VA
"Dr. Kathleen Sakamoto, MD",Pediatric Hematology & Oncology,0,UCLA Children's Health Center,Los Angeles,CA
"Dr. Ann Hedberg, MD",Psychiatry,0,Catawba Hospital,Catawba,VA
"Dr. Stephanie Page, MD",Psychiatry,0,Catawba Hospital,Catawba,VA
"Dr. David Hartman, MD",Psychiatry,3,Carilion Clinic,Roanoke,VA
"Dr. Tracey Criss, MD",Psychiatry,3,Carilion Clinic,Roanoke,VA
"Dr. Nancy Gaby, MD",Psychiatry,3.5,BETHESDA CLINIC,Winston Salem,NC
"Dr. Elizabeth Yager, MD",Psychosomatic Medicine,3.5,Carilion Clinic,Christiansburg,VA
"Dr. German Molina, MD",Psychosomatic Medicine,0,WG Bill Heffner VA Medical Ctr,Salisbury,NC
"Dr. Sachinder Vasudeva, MD",Psychosomatic Medicine,0,VA Medical Center,Salem,VA
"Dr. Mariel Litz, MD",Psychiatry,0,Guilford Behavioral Health Center,Greensboro,NC
"Dr. Megan Brennan, MD",Psychosomatic Medicine,5,BASSETT MEDICAL CENTER,Cooperstown,NY
"Dr. Kaleena Chilcote, MD",Psychosomatic Medicine,0,WOMENS HOSPITAL,Boston,MA
"Dr. Bruce Capehart, MD",Psychosomatic Medicine,5,VA Medical Center,Durham,NC
"Dr. Evgeniy Filin, MD",Psychosomatic Medicine,2.5,Sleep Neurology Clinic,Boston,MA
"Dr. Celeste Nadal, MD",Psychosomatic Medicine,5,WOMENS HOSPITAL,Boston,MA
"Dr. Brandon Erdos, MD",Psychosomatic Medicine,5,BETH ISRAEL DEACONESS MEDICAL CENTER,Boston,MA
"Dr. Leena Mittal, MD",Psychosomatic Medicine,3,WOMENS HOSPITAL,Boston,MA
"Dr. Nancy Byatt, DO",Psychosomatic Medicine,1,BRIGHAM AND WOMENS HOSPITAL,Boston,MA
"Dr. William Bell III, MD",Family Medicine,0,Family Clinic,Oak Ridge,TN
"Dr. Anne Gross, MD",Psychosomatic Medicine,0,MASSACHUSETTS GENERAL HOSPITAL,Boston,MA
"Dr. Christopher Celano, MD",Psychosomatic Medicine,5,MASSACHUSETTS GENERAL HOSPITAL,Boston,MA
"Dr. Hilton Howard, MD",Obstetrics & Gynecology,4.5,Peachtree Women's Clinic,Alpharetta,GA
"Dr. Jerry Wieting, DO",Occupational Medicine,0,Lincoln Memorial University Medical Clinic,Harrogate,TN
"Dr. Jack King Jr, MD",Occupational Medicine,3.5,Nova Medical Center,Knoxville,TN
"Dr. John Sillery, DO",Emergency Medicine,3,Highlands Medical Ctr,Scottsboro,AL
"Dr. Robert Frankenfield, MD",Family Medicine,4,Southern Tennessee Regional Health System,Winchester,TN
"Dr. Susan Copley, MD",Emergency Medicine,3,Scottsboro Primary Health Ctr,Scottsboro,AL
"Dr. Michael Violette, MD",Emergency Medicine,5,WELLSTAR COBB HOSPITAL,Austell,GA
"Dr. John Kupfner, MD",Psychiatry,2.5,Peninsula Outpatient Clinic,Knoxville,TN
"Dr. Thimmappayya Hasanadka, MD",Psychiatry,5,Peninsula Hospital,Louisville,TN
"Dr. Timothy Talbot, MD",Emergency Medicine,3.5,Cullman Reg Med Ctr,Cullman,AL
"Dr. Bill Vermillion, MD",Emergency Medicine,5,Cullman Reg Med Ctr,Cullman,AL
"Dr. Gregory Borucki, DO",Emergency Medicine,2,Cullman Reg Med Ctr,Cullman,AL
"Dr. John Meade, MD",Emergency Medicine,1,Cullman Reg Med Ctr,Cullman,AL
"Dr. Robert Echols, MD",Emergency Medicine,0,Cullman Reg Med Ctr,Cullman,AL
"Dr. Charles Rodwell, MD",Psychiatry,5,Peninsula Outpatient Clinic,Knoxville,TN
"Dr. Bert Simpson, MD",Psychiatry,2.5,Peninsula Hospital,Louisville,TN
"Dr. Donna McKenzie, MD",Psychiatry,2.5,Peninsula Hospital,Louisville,TN
"Dr. Rebecca Halperin, MD",Psychiatry,4.5,Adult Clinic,Knoxville,TN
"Dr. Boykin Robinson, MD",Emergency Medicine,0,Wellstar Cobb Hospital,Austell,GA
"Dr. Joseph Dearie, MD",Emergency Medicine,0,WELLSTAR COBB HOSPITAL,Austell,GA
"Dr. Walter Arnold Jr, MD",Internal Medicine,0,Healing Hands Health Center,Bristol,TN
"Dr. Frank Buese, MD",Emergency Medicine,0,Wellstar Cobb Hospital,Austell,GA
"Dr. Nicholas Kimpel, DO",Emergency Medicine,1,Huntsviille Hospital,Huntsville,AL
"Dr. Nicholas Moseley, MD",Emergency Medicine,5,Wellstar Cobb Hospital,Austell,GA
"Dr. Alexander Schneider, MD",Neurology,0,Mission Hospital,Asheville,NC
"Dr. Dominic Carreira, MD",Podiatric Foot & Ankle Surgery,4,Peachtree Orthopedic Clinic,Alpharetta,GA
"Dr. Patricia Frierson, MD",Emergency Medicine,3.5,Crestwood Medical Center,Huntsville,AL
"Dr. Terry Borel, MD",Psychiatry,1,Woodridge Hospital,Johnson City,TN
"Dr. Merry Miller, MD",Psychiatry,4,Lake Drive VA Medical Center,Mtn Home,TN
"Dr. Vasudha Kaushish Shah, DPM",Podiatric Foot & Ankle Surgery,5,Ankle Health Center,Suwanee,GA
"Dr. Allison Yow, DO",Internal Medicine,4,Lincoln Memorial University Medical Clinic,Harrogate,TN
"Dr. Norman Moore, MD",Psychiatry,2.5,Woodridge Hospital,Johnson City,TN
"Dr. James Johnt, MD",Emergency Medicine,0,Highlands Medical Ctr,Scottsboro,AL
"Dr. Monica Williams-Murphy, MD",Emergency Medicine,5,Huntsviille Hospital,Huntsville,AL
"Dr. Saeed-Uz Khan, MD",Psychosomatic Medicine,5,Valley Behavioral Clinic,Waverly,NY
"Dr. Amit Pradhan, MD",Psychosomatic Medicine,3,Bassett Medical Center,Cooperstown,NY
"Dr. Bhavna Sharma, MD",Family Medicine,4,Madison Family Health Center,Madison,AL
"Dr. Lewis Cohen, MD",Psychosomatic Medicine,0,Baystate Medical Center,Springfield,MA
"Dr. Christian Terzian, MD",Geriatric Medicine,4.5,Lafollette Medical Center,La Follette,TN
"Dr. Heather Hawthorne, MD",Pediatric Hematology & Oncology,5,Children Hospital,Orange,CA
"Dr. Suzanna Jamison, MD",Internal Medicine,3,Carilion Clinic,Roanoke,VA
"Dr. Amit Soni, MD",Pediatric Hematology & Oncology,0,Children's Hospital,Orange,CA
"Dr. Merritt Bern, MD",Gastroenterology,4.5,Carilion Clinic,Roanoke,VA
"Dr. William McKown, MD",Pediatrics,5,Kaiser Permanente Escondido Medical Offices,Escondido,CA
"Dr. Todd Harker, MD",Pediatrics,4.5,Kaiser Permanente Escondido Medical Offices,Escondido,CA
"Dr. Toska Zomorodian, MD",Pediatric Hematology & Oncology,5,Kaiser Permanente Orchard Medical Offices,Downey,CA
"Dr. Dana Patton-Ku, MD",Pediatrics,0,Kaiser Permanente Otay Mesa Outpatient Medical Center,San Diego,CA
"Dr. Warren Shapiro, MD",Pediatric Gastroenterology,3.5,Kaiser Permanente Vandever Medical Offices,San Diego,CA
"Dr. Chelsea Forbes, MD",Pediatrics,4,Kaiser Permanente Escondido Medical Offices,Escondido,CA
"Dr. Eric Kawaoka, MD",Pediatric Hematology & Oncology,0,Kaiser Permanente Pediatrics,Bellflower,CA
"Dr. David Simon, MD",Hematology & Oncology,5,Kaiser Permanente Orchard Medical Offices,Downey,CA
"Dr. Sara Valladolid, MD",Pediatrics,5,Kaiser Permanente Otay Mesa Outpatient Medical Center,San Diego,CA
"Dr. Alisa Sacker, MD",Neonatal Medicine,5,Kaiser Permanente Carmel Valley Medical Office,San Diego,CA
"Dr. Jacquelyn Baskin, MD",Pediatric Hematology & Oncology,0,Children's Hospital,Los Angeles,CA
"Dr. Tom Davidson, MD",Pediatric Hematology & Oncology,0,Children's Hospital,Los Angeles,CA
"Dr. Josef Zwass, MD",Neonatal Medicine,5,Kaiser Permanente Carlsbad Medical Offices,Carlsbad,CA
"Dr. Gregory Heldt, MD",Neonatal Medicine,0,UCSD Medical Center,San Diego,CA
"Dr. Pamela Lammers, MD",Pediatric Hematology,5,Kaiser Permanente Vandever Medical Offices,San Diego,CA
"Dr. Frank Mannino, MD",Neonatal Medicine,0,UCSD Medical Center,San Diego,CA
"Dr. Donna Garey, MD",Neonatal Medicine,0,UC San Diego Medical Center,San Diego,CA
"Dr. David Herz, MD",Neonatal Medicine,3,Scripps Coastal Medical Center,Carlsbad,CA
"Dr. Patrick Aquino, MD",Psychosomatic Medicine,2.5,FAULKNER HOSPITAL,Boston,MA
"Dr. Daniel Gavin, MD",Critical Care Medicine,5,Methodist Medical Center,Oak Ridge,TN
"Dr. Randy Lovelace, MD",Critical Care Medicine,1,Methodist Medical Center,Oak Ridge,TN
"Dr. Douglas Carbine, MD",Neonatal Medicine,0,WALSH CLINIC,San Diego,CA
"Dr. Amnon Goodman, MD",Neonatal Medicine,5,Kaiser Permanente Medical Group,San Francisco,CA
"Dr. Joanne McManaman, MD",Hematology & Oncology,1,Kaiser Permanente Vandever Medical Offices,San Diego,CA
"Dr. Lisa Mueller, MD",Hematology & Oncology,5,Kaiser Permanente,Los Angeles,CA
"Dr. Trevor Robinson, MD",Family Medicine,3,Chester Reg Med Ctr,Benton,AR
"Dr. Robert Baehner, MD",Pediatric Hematology & Oncology,0,USC Medical Center,Los Angeles,CA
"Dr. Olga Kelly, MD",Neonatal Medicine,5,Contra Costa Regional Med Ctr,Martinez,CA
"Dr. Emily Diltz, MD",Cardiology,5,Fort Loudoun Medical Center,Lenoir City,TN
"Dr. Phyllis Klein, MD",Hematology,3.5,Mercy Medical Center,Redding,CA
"Dr. Raul Mena, MD",Hematology,5,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Burbank,CA
"Dr. Edwin Jacobs, MD",Hematology,4,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Burbank,CA
"Dr. Thomas Lai, MD",Neonatal Medicine,0,KAISER PERMANENTE HOSPITAL,Walnut Creek,CA
"Dr. Alan Decarlo, MD",Cardiology,4,Fort Loudoun Medical Center,Lenoir City,TN
"Dr. Sherryl Croitor, MD",Cardiology,5,Fort Loudoun Medical Center,Lenoir City,TN
"Dr. Russell Blakeley, MD",Cardiology,5,Kootenai Heart Clinic,Sandpoint,ID
"Dr. Garfield Miller, MD",Other,5,The Longstreet Clinic,Hartwell,GA
"Dr. Ronald Fritz, DO",Cardiology,5,Kootenai Heart Clinic,Coeur D Alene,ID
"Dr. Kevin Kavanaugh, MD",Cardiology,5,Kootenai Heart Clinic,Coeur D Alene,ID
"Dr. Dennis Cooke, MD",Cardiology,5,Kootenai Heart Clinic,Coeur D Alene,ID
"Dr. Wolfgang Spyra, MD",Cardiology,4.5,Kootenai Heart Clinic,Coeur D Alene,ID
"Dr. Ronald Jenkins, MD",Cardiology,5,Kootenai Heart Clinic,Coeur D Alene,ID
"Dr. Judy Fuentebella, MD",Pediatric Gastroenterology,5,Children's Hospital,Oakland,CA
"Dr. Jamieson Jones, MD",Neonatal Medicine,0,Marian Regional Medical Center,Santa Maria,CA
"Dr. Edward Rich, MD",Pediatric Gastroenterology,5,Kaiser Permanente Medical Group,San Francisco,CA
"Dr. Sameera Mian, MD",Pediatric Gastroenterology,0,Kaiser Permanente Pediatrics,Oakland,CA
"Dr. Andrew Grimm, MD",Pediatric Gastroenterology,0,UCSF Benioff Childrens Hospital,San Francisco,CA
"Dr. Mark Jones, MD",General Surgery,5,University Speciality Clinic,Columbia,SC
"Dr. Paul Harmatz, MD",Pediatric Gastroenterology,0,Children's Hospital,Oakland,CA
"Dr. Elizabeth Gleghorn, MD",Pediatric Gastroenterology,2.5,Children's Hospital,Oakland,CA
"Dr. Michael Jensen, MD",Pediatric Gastroenterology,2.5,Endo Clinic,Salt Lake City,UT
"Dr. Raza Patel, MD",Pediatric Gastroenterology,2.5,Primary Childrens Hospital,Salt Lake City,UT
"Dr. Edward Mintz, MD",Ophthalmology,4,Columbia Eye Clinic,Columbia,SC
"Dr. John Pohl, MD",Pediatric Gastroenterology,3.5,Primary Childrens Hospital,Salt Lake City,UT
"Dr. Charles Finley Jr, MD",Ophthalmology,4.5,Columbia Eye Clinic,Columbia,SC
"Dr. Garner Wild, MD",Ophthalmology,4.5,Columbia Eye Clinic,Columbia,SC
"Dr. Derek Barker, MD",Ophthalmology,5,Columbia Eye Clinic,Columbia,SC
"Dr. Erin Boatsman, MD",Hematology & Oncology,0,Kaiser Permanente Vandever Medical Offices,San Diego,CA
"Dr. Ewa Carrier, MD",Pediatric Hematology & Oncology,5,Thornton Hospital,La Jolla,CA
"Dr. William Cain Jr, MD",Ophthalmology,0,Columbia Eye Clinic,Columbia,SC
"Dr. William Crosswell, MD",Ophthalmology,5,Columbia Eye Clinic,Columbia,SC
"Dr. Hal Crosswell Jr, MD",Ophthalmology,4.5,Columbia Eye Clinic,Columbia,SC
"Dr. Clinton Musil Jr, MD",Child & Adolescent Psychiatry,1.5,Erwin Mental Health Center,Erwin,TN
"Dr. Anuradha Reddy, MD",Child & Adolescent Psychiatry,5,Carilion Clinic,Roanoke,VA
"Dr. Nnenna Okereke, MD",Child & Adolescent Psychiatry,0,Carilion Clinic,Christiansburg,VA
"Dr. Frank Highley, MD",Psychiatry,2.5,Providence Clinic,Charlotte,NC
"Dr. Katherine Liebesny, MD",Child & Adolescent Psychiatry,0,Carilion Clinic,Roanoke,VA
"Dr. Nizar El-Khalili, MD",Addiction Psychiatry,4,Alpine Clinic,Lafayette,IN
"Dr. Richard Claytor Jr, MD",Child & Adolescent Psychiatry,3.5,Claytor Memorial Clinic,Rocky Mount,VA
"Dr. Robert Bartucci, MD",Child & Adolescent Psychiatry,0,Cherokee Health System,Alcoa,TN
"Dr. Jane Deveau, MD",Geriatric Psychiatry,5,VA Medical Center,Durham,NC
"Dr. John Ceilley, MD",Geriatric Psychiatry,5,Denver Health Med Ctr,Denver,CO
"Dr. Frank Brown, MD",Geriatric Psychiatry,0,Emory Clinic,Atlanta,GA
"Dr. Adriana Hermida, MD",Geriatric Psychiatry,4,Emory Clinic,Atlanta,GA
"Dr. Toni Starr, MD",Psychiatry,0,VA Medical Center,Boise,ID
"Dr. Alma Grewal, MD",Geriatric Psychiatry,0,Atlanta VA Medical Center,Decatur,GA
"Dr. Larry Tune, MD",Geriatric Psychiatry,2,Emory Clinic,Atlanta,GA
"Dr. Alan Hines, MD",Psychiatry,1,Veteran Affairs Medical Center,Boise,ID
"Dr. Kathleen Blackburn, MD",Psychiatry,0,Veteran Affairs Medical Center,Boise,ID
"Dr. Karen McPeak, MD",Psychiatry,5,Veteran Affairs Medical Center,Boise,ID
"Dr. Joann Leone, MD",Psychiatry,5,Veteran Affairs Medical Center,Boise,ID
"Dr. Amy Edwards, MD",Psychiatry,3,ST LUKES HEALTH SYSTEM,Boise,ID
"Dr. Wayne Christenson, MD",Child & Adolescent Psychiatry,4,Riverwood Mental Health Center,Benton Harbor,MI
"Dr. Vinoda Makam, MD",Geriatric Psychiatry,0,West Mental Health Center,Atlanta,GA
"Dr. Margaret Tidd, MD",Child & Adolescent Psychiatry,0,MEMORIAL HOSPITAL,South Bend,IN
"Dr. W David Lohr, MD",Child & Adolescent Psychiatry,5,Bingham Clinic,Louisville,KY
"Dr. Frederick Stocker, MD",Child & Adolescent Psychiatry,2,Bingham Clinic,Louisville,KY
"Dr. Jennifer Le, MD",Child & Adolescent Psychiatry,3,Bingham Clinic,Louisville,KY
"Dr. John Gallehr, MD",Child & Adolescent Psychiatry,3.5,Bingham Clinic,Louisville,KY
"Dr. Allan Josephson, MD",Child & Adolescent Psychiatry,2,Bingham Clinic,Louisville,KY
"Dr. Maya Devi, MD",Psychiatry,5,Ridge Behavioral Health System,Lexington,KY
"Dr. Robert Bloom, MD",Psychiatry,4,Cancer Treatment Centers of America at Midwestern Regional Medical Center,Zion,IL
"Dr. Susanne Blix, MD",Child & Adolescent Psychiatry,0,Riley Hospital,Indianapolis,IN
"Dr. Ronald Groat, MD",Addiction Psychiatry,4,Saribalas Clinic,Columbus,OH
"Dr. Charles Coats, MD",Child & Adolescent Psychiatry,0,Child Mental Health Ctr,Indianapolis,IN
"Dr. Laura Sunn, MD",Psychiatry,3.5,Cancer Treatment Centers of America at Midwestern Regional Medical Center,Zion,IL
"Dr. Herbert Roehrich, MD",Addiction Psychiatry,5,Aurora Medical Center,Kenosha,WI
"Dr. Robert Pugliese, MD",Psychiatry,1,Central Ohio Mental Health Ctr,Delaware,OH
"Dr. Jadwiga Kuszynska, MD",Psychiatry,0,Kenosha VA Outpatient Clinic,Kenosha,WI
"Dr. VanEssa Chang, MD",Psychiatry,3,Aurora Medical Center,Kenosha,WI
"Dr. Vikram Patel, MD",Geriatric Psychiatry,1,Valle Vista Health System,Greenwood,IN
"Dr. Vicki Burdine, MD",Geriatric Psychiatry,5,Valle Vista Health System,Greenwood,IN
"Dr. Laura Parise, MD",Addiction Psychiatry,3,Highland Park Hospital,Highland Park,IL
"Dr. Sonya Jones, MD",Child & Adolescent Psychiatry,3,Veterans Affairs Medical Center,Nashville,TN
"Dr. Stewart Wright, MD",Emergency Medicine,5,UNIVERSITY HOSPITAL,Cincinnati,OH
"Dr. Brian Stettler, MD",Emergency Medicine,3,UNIVERSITY HOSPITAL,Cincinnati,OH
"Dr. Shawn Ryan, MD",Emergency Medicine,3.5,UNIVERSITY HOSPITAL,Cincinnati,OH
"Dr. Andrew Robinson, MD",Hospice & Palliative Medicine,4,Kaiser Permanente Skyline,Denver,CO
"Dr. Verle Bell, MD",Psychiatry,3,Pine Rest Campus Clinic,Grand Rapids,MI
"Dr. Valorie Domino, MD",Child & Adolescent Psychiatry,0,Sparrow Health System,Lansing,MI
"Dr. Divy Ravindranath, MD",Psychosomatic Medicine,0,E Medical Center,Ann Arbor,MI
"Dr. Usha Kilaru, MD",Addiction Psychiatry,5,John D Dingell VA Medical Ctr,Detroit,MI
"Dr. John Grabowski, MD",Addiction Psychiatry,0,Henry Ford Health System,Detroit,MI
"Dr. Dominic Barberio, DO",Geriatric Psychiatry,3,Sparrow Health System,Lansing,MI
"Dr. James Willett, MD",Palliative Medicine,0,Kaiser Permanente Exempla St. Joseph Hospital,Denver,CO
"Dr. D Deneke, MD",Psychosomatic Medicine,5,E Medical Center,Ann Arbor,MI
"Dr. Rina Patel, MD",Geriatric Psychiatry,2,Aurora Behavioral Health Center,Milwaukee,WI
"Dr. Michael Casher, MD",Psychosomatic Medicine,1,E Medical Center,Ann Arbor,MI
"Dr. Lalitha Sivaswamy, MD",Child & Adolescent Psychiatry,5,Children's Hospital,Detroit,MI
"Dr. Jigna Shah, MD",Child & Adolescent Psychiatry,0,Lifespan Clinic,Livonia,MI
"Dr. Oludamilola Salami, MD",Geriatric Psychiatry,0,Primary Care Clinic,Menomonee Falls,WI
"Dr. Ekram Michiel, MD",Forensic Psychiatry,0,Bakersfield VA Clinic,Bakersfield,CA
"Dr. Alp Baran, MD",Adult Psychiatry,5,E Medical Center,Ann Arbor,MI
"Dr. Dennis Kozel, MD",Child & Adolescent Psychiatry,5,Aurora Behavioral Health Center,Milwaukee,WI
"Dr. Kimberly Frank, MD",Child & Adolescent Psychiatry,1,Aurora Behavioral Health Center,Milwaukee,WI
"Dr. Lloyd Kemena, MD",Palliative Medicine,0,Kaiser Permanente Exempla St. Joseph Hospital,Denver,CO
"Dr. John Massone, MD",Hospice & Palliative Medicine,0,Kaiser Permanente Rock Creek Medical Offices,Lafayette,CO
"Dr. Jeffrey Manuel, MD",Palliative Medicine,0,Kaiser Permanente Exempla St. Joseph Hospital,Denver,CO
"Dr. Daniel Johnson, MD",Palliative Medicine,0,Kaiser Permanente Exempla St. Joseph Hospital,Denver,CO
"Dr. Prameela Baddigam, MD",Geriatric Psychiatry,4,Baddigam Clinic,Clinton Township,MI
"Dr. Sidney Heisler, MD",Psychosomatic Medicine,1,Oaklawn Hospital,Marshall,MI
"Dr. Seema Kumar, MD",Child & Adolescent Psychiatry,3.5,Eastwood Clinic,Rochester Hills,MI
"Dr. Lowell Stratton, MD",Psychiatry,0,COLORADO WEST PSYCHIATRIC HOSPITAL,Grand Junction,CO
"Dr. Ernest Poortinga, MD",Forensic Psychiatry,0,E Medical Center,Ann Arbor,MI
"Dr. Deborah Stetler, MD",Psychiatry,5,COLORADO WEST PSYCHIATRIC HOSPITAL,Grand Junction,CO
"Dr. Robert Sammons Jr, MD",Psychiatry,4,Mesa Behavioral Medicine Clinic,Grand Junction,CO
"Dr. Eric Neal, MD",Forensic Psychiatry,0,E Medical Center,Ann Arbor,MI
"Dr. Karla Blackwood, MD",Forensic Psychiatry,0,E Medical Center,Ann Arbor,MI
"Dr. Dorothy Gotlib, MD",Forensic Psychiatry,3.5,E Medical Center,Ann Arbor,MI
"Dr. Anthony Wolf, MD",Forensic Psychiatry,5,E Medical Center,Ann Arbor,MI
"Dr. Lawrence Schloss, MD",Forensic Psychiatry,5,E Medical Center,Ann Arbor,MI
"Dr. Olaya Solis, MD",Forensic Psychiatry,0,E Medical Center,Ann Arbor,MI
"Dr. Sai Li, MD",Forensic Psychiatry,4.5,E Medical Center,Ann Arbor,MI
"Dr. Guozhen Liu, MD",Family Medicine,4,Genesys Family Health Center,Burton,MI
"Dr. Brenda Fortunate, DO",Family Medicine,5,Genesys Family Health Center,Burton,MI
"Dr. Prabhat Pokhrel, MD",Family Medicine,5,Genesys Family Health Center,Burton,MI
"Dr. Miriam Rosenthal, MD",Psychiatry,5,Ambulatory Psychiatry Clinic,Cleveland,OH
"Dr. Matthew Lorincz, MD",Addiction Psychiatry,4.5,E Medical Center,Ann Arbor,MI
"Dr. Leopoldo Pozuelo, MD",Psychosomatic Medicine,5,Cleveland Clinic,Cleveland,OH
"Dr. Lewei Lin, MD",Addiction Psychiatry,0,E Medical Center,Ann Arbor,MI
"Dr. Courtney Rowling, MD",Addiction Psychiatry,3,E Medical Center,Ann Arbor,MI
"Dr. Peter Jackson, MD",Addiction Psychiatry,0,E Medical Center,Ann Arbor,MI
"Dr. Sharon Altman, MD",Geriatric Psychiatry,0,THE MEDICAL CENTER,Beaver,PA
"Dr. Grace Huang, MD",Psychiatry,4,Heritage Valley Staunton Clinic,Sewickley,PA
"Dr. Sherin Moideen, MD",Psychiatry,0,NELSON CLINIC,Richmond,VA
"Dr. Calogero Dimaggio, DO",Critical Care Surgery,0,Geisinger Wyoming Valley Medical Center,Danville,PA
"Dr. Kenneth Widom, MD",Critical Care Surgery,5,GEISINGER MEDICAL CENTER,Danville,PA
"Dr. Kenneth Brooks, MD",Psychiatry,1,Tucker Psychiatric Clinic,North Chesterfield,VA
"Dr. William Kernodle, MD",Psychiatry,3.5,Tucker Psychiatric Clinic,North Chesterfield,VA
"Dr. Graenum Schiff, MD",Psychiatry,3.5,Tucker Psychiatric Clinic,North Chesterfield,VA
"Dr. Walter Jennings Jr, MD",Psychiatry,3,Tucker Psychiatric Clinic,North Chesterfield,VA
"Dr. Richard Curtis Jr, MD",Psychiatry,3.5,Tucker Psychiatric Clinic,North Chesterfield,VA
"Dr. John Kizer, MD",Critical Care Surgery,0,Geisinger Health System,Wilkes Barre,PA
"Dr. Larissa Elgudin, MD",Child & Adolescent Psychiatry,3,Kaiser Permanente Psychiatry,Parma,OH
"Dr. Sumru Bilge-Johnson, MD",Child & Adolescent Psychiatry,0,Akron Children's Hospital,Akron,OH
"Dr. Laura Rocker, MD",Child & Adolescent Psychiatry,3.5,Akron Children's Hospital,Akron,OH
"Dr. Bindu Gutti, MD",Child & Adolescent Psychiatry,0,Latrobe Hospital,Latrobe,PA
"Dr. Phillip Maiden, MD",Child & Adolescent Psychiatry,3,Belmont Pines Hospital,Youngstown,OH
"Dr. Fabian Alzamora, MD",Critical Care Surgery,4.5,Pinehurst Surgical Clinic,Pinehurst,NC
"Dr. Gregory Montgomery, MD",General Surgery,4.5,RMH Surgical Clinic,Harrisonburg,VA
"Dr. John Yarger, MD",Critical Care Surgery,0,UNIVERSITY HOSPITAL,Aliquippa,PA
"Dr. Scott Trexler, MD",Critical Care Surgery,0,BROOKE ARMY MEDICAL HOSPITAL,Jbsa Ft Sam Houston,TX
"Dr. Eugene Lareau, MD",General Surgery,0,RMH Surgical Clinic,Harrisonburg,VA
"Dr. Robert Garwood, MD",General Surgery,4,RMH Surgical Clinic,Harrisonburg,VA
"Dr. Mark Nesbit, MD",Emergency Medicine,5,Sentara RMH Medical Ctr,Harrisonburg,VA
"Dr. Robert Steiner, MD",Critical Care Surgery,0,Pinehurst Surgical Clinic,Pinehurst,NC
"Dr. Morris Fendley, MD",General Surgery,5,RMH Surgical Clinic,Harrisonburg,VA
"Dr. Jeffrey Coughenour, MD",Critical Care Surgery,0,UNIVERSITY HOSPITAL,Aliquippa,PA
"Dr. John Gandy III, MD",Emergency Medicine,0,Sentara RMH Medical Ctr,Harrisonburg,VA
"Dr. Edward Frick Jr, MD",Critical Care Surgery,0,ST MARY MEDICAL CENTER,Langhorne,PA
"Dr. Brett Waibel, MD",Critical Care Surgery,0,Vidant Medical Center,Greenville,NC
"Dr. Eric Toschlog, MD",Critical Care Surgery,0,Vidant Medical Center,Greenville,NC
"Dr. Michael Bard, MD",Critical Care Surgery,0,Vidant Medical Center,Greenville,NC
"Dr. Kevin Christian, DO",Trauma Surgery,5,Ferrell Duncan Clinic Trauma Clinic,Springfield,MO
"Dr. Eric Luehr, MD",Critical Care Surgery,5,Mercy Clinic,Springfield,MO
"Dr. Lori Rothermel, MD",Emergency Medicine,1,EVANGELICAL HOSPITAL,Lewisburg,PA
"Dr. Jeffrey Turner, MD",Emergency Medicine,5,Sentara RMH Medical Ctr,Harrisonburg,VA
"Dr. Nazir Adam, MD",Emergency Medicine,5,Sentara RMH Medical Ctr,Harrisonburg,VA
"Dr. Joe Olivi, MD",Critical Care Surgery,4,Mercy Clinic,Springfield,MO
"Dr. Peter Williams, MD",Emergency Medicine,5,Sentara RMH Medical Ctr,Harrisonburg,VA
"Dr. Troy Spilde, MD",Critical Care Surgery,5,Mercy Clinic,Springfield,MO
